87,0.0449,0.0142,0.5189,3.6763,0.5037,4.0618,0.4751,4.3901,0.4526,4.8073,0.424,5.2389,0.4003,5.6973,0.3933,6.4312,0.4223,7.8516,0.596,11.8062,0.7786,24.073,0.8306,53.6836,0.8239,120.1741
88,0.0321,0.0142,0.6089,3.4456,0.5614,3.7565,0.5079,4.054,0.4717,4.4069,0.4363,4.7605,0.4013,5.1579,0.383,5.6886,0.4002,6.6276,0.4993,9.1602,0.6645,18.2467,0.8139,44.3306,0.8268,108.4531
89,0.0457,0.014,0.5475,3.9981,0.5261,4.4044,0.4776,4.7433,0.4438,5.1459,0.4118,5.6445,0.3588,6.0794,0.3054,6.6529,0.2523,7.3396,0.2174,8.6979,0.3379,12.1608,0.6233,22.1378,0.8368,57.5255
90,0.0443,0.0142,0.645,4.3374,0.5943,4.7694,0.5435,5.1533,0.507,5.5982,0.475,6.0687,0.4415,6.4993,0.4217,7.0666,0.4119,7.7521,0.4733,9.316,0.617,15.0679,0.7988,35.7548,0.815,99.7676
91,0.0436,0.0142,0.3638,3.6854,0.3616,4.1279,0.335,4.4675,0.3187,4.8732,0.3162,5.3185,0.3073,5.718,0.2986,6.1533,0.2798,6.6151,0.2743,7.2036,0.3393,8.2698,0.5605,11.6972,0.8197,28.7704
92,0.0408,0.0141,0.5509,3.6187,0.5361,4.0053,0.5018,4.3494,0.4727,4.7742,0.4429,5.209,0.4086,5.6307,0.364,6.1516,0.3074,6.8459,0.1981,8.3612,0.2298,13.8393,0.6102,30.9764,0.8338,83.199
93,0.1135,0.0141,0.5574,2.7118,0.4976,2.9438,0.4351,3.1483,0.3844,3.3939,0.3484,3.6283,0.3076,3.8772,0.2774,4.157,0.2551,4.4439,0.2509,5.015,0.3136,6.7497,0.6367,15.6276,0.8241,55.3146
94,0.0437,0.0142,0.3753,3.1348,0.3929,3.5132,0.3638,3.8389,0.3464,4.2126,0.3286,4.6481,0.3104,5.0645,0.2792,5.5098,0.2402,6.055,0.2457,7.1154,0.3741,10.2854,0.6477,20.4062,0.8104,56.3139
95,0.0373,0.0141,0.5463,3.441,0.5201,3.8542,0.4759,4.2182,0.4488,4.648,0.4356,5.1056,0.4192,5.5813,0.4033,6.0958,0.3963,6.6767,0.406,7.5341,0.4853,9.5933,0.6784,15.8275,0.8401,40.8501
96,0.0416,0.0142,0.5981,3.8294,0.5488,4.2544,0.4978,4.6273,0.4664,5.0636,0.4365,5.499,0.4033,5.9507,0.3803,6.4694,0.3511,6.9888,0.3328,7.7474,0.3841,9.4353,0.5985,14.6092,0.8335,35.5878
97,0.0443,0.0142,0.6458,4.0334,0.5948,4.4659,0.5494,4.8647,0.5077,5.3444,0.4762,5.8229,0.4344,6.26,0.3989,6.734,0.3804,7.25,0.3746,7.9347,0.4356,9.1236,0.6434,13.2762,0.8392,31.4519
98,0.0427,0.0142,0.3934,3.204,0.4131,3.5993,0.3927,3.9507,0.3763,4.3368,0.3786,4.7686,0.3593,5.1752,0.3518,5.6789,0.3295,6.1858,0.3247,6.9368,0.4515,8.8949,0.7123,16.3331,0.858,49.0878
99,0.0405,0.0141,0.6361,3.7829,0.5782,4.1795,0.5425,4.5579,0.5087,4.9954,0.4848,5.4864,0.4466,5.93,0.4195,6.4735,0.3957,7.0028,0.3742,7.6731,0.4414,9.1568,0.6606,14.5147,0.8171,36.9108
100,0.0398,0.0141,0.6984,4.3654,0.6423,4.7555,0.5963,5.1573,0.5565,5.6345,0.5241,6.1309,0.4872,6.6118,0.4682,7.1654,0.4517,7.7804,0.4505,8.518,0.5127,9.989,0.6784,14.8681,0.8418,34.5965
101,0.0428,0.0142,0.4422,3.2122,0.4488,3.6493,0.4273,4.0667,0.4121,4.4955,0.4035,4.9805,0.4036,5.4713,0.4137,6.0515,0.406,6.6505,0.4357,7.6032,0.5627,9.8009,0.7455,16.9766,0.8536,44.0605
102,0.0468,0.0142,0.6339,3.8329,0.5881,4.246,0.5408,4.6094,0.5149,5.0485,0.4838,5.5046,0.4532,5.9371,0.4313,6.4583,0.4157,6.9969,0.4144,7.7157,0.4889,9.183,0.693,14.4167,0.853,35.7374
103,0.0383,0.0142,0.618,3.6505,0.5846,4.034,0.5554,4.4183,0.5276,4.8645,0.4974,5.3187,0.4679,5.7727,0.4545,6.3108,0.4459,6.892,0.4532,7.6359,0.5431,9.3705,0.722,15.2158,0.8577,38.9062
104,0.0471,0.0141,0.6744,4.0245,0.6272,4.4214,0.5774,4.8309,0.5481,5.3343,0.5295,5.8614,0.4931,6.3089,0.4645,6.8321,0.4471,7.3918,0.4356,8.1214,0.5082,9.5908,0.6994,14.7696,0.8458,36.8049
105,0.0407,0.0142,0.7043,3.9783,0.6548,4.3842,0.6102,4.7824,0.5746,5.2788,0.5497,5.8068,0.5256,6.3936,0.5291,7.1156,0.5332,8.0193,0.5357,9.0792,0.5912,11.2082,0.7199,16.9974,0.8373,38.9841
106,0.0421,0.0142,0.5956,3.347,0.5383,3.7538,0.5101,4.1474,0.4839,4.6138,0.4599,5.0856,0.4291,5.5531,0.4096,6.0836,0.3951,6.7107,0.3959,7.7326,0.5167,10.8155,0.7092,19.9286,0.8484,53.7945
107,0.0419,0.0141,0.701,3.7145,0.6349,4.1062,0.5868,4.5015,0.5639,4.9955,0.5393,5.4998,0.513,5.9839,0.4868,6.5633,0.4876,7.2607,0.4955,8.1205,0.5685,9.9023,0.7138,15.3797,0.851,37.9226
