114,5.6151,0.84,9
115,5.2865,0.8,8
116,6.2619,0.94,4
117,5.3217,0.8,11
118,4.8086,0.72,12
119,5.7637,0.9,6
120,5.5911,0.84,9
121,4.7577,0.74,8
122,6.2029,0.98,2
123,5.6732,0.9,6
124,5.1015,0.8,7
125,3.3041,0.48,19
126,4.6148,0.72,14
127,4.8571,0.82,8
128,4.9138,0.78,7
129,4.37,0.68,11
130,3.3654,0.56,14
131,1.9474,0.32,12
132,4.165,0.72,7
133,4.0859,0.72,7
134,4.4027,0.82,5
135,4.6614,0.88,4
136,2.7732,0.52,10
137,3.2595,0.52,11
138,3.8057,0.84,6
139,4.0037,0.98,2
140,3.5867,0.76,6
141,3.813,0.8,3
142,2.5913,0.94,4
143,5.224,0.98,2
144,4.3646,1,1
145,5.5565,1,1
146,5.495,1,1
147,5.9282,1,1
148,5.9292,1,1
149,5.5946,1,1
150,6.1411,1,1
151,5.628,1,1
152,6.0505,1,1
153,5.3988,1,1
154,5.7414,1,1
155,4.9358,1,1
156,5.328,1,1
157,3.4422,1,1
158,4.6092,1,1
159,4.4738,1,1
160,4.2374,1,1
161,4.4813,1,1
162,5.646,1,1
163,5.2006,1,1
164,4.5776,1,1
165,5.4191,1,1
166,4.5122,1,1
167,5.6647,1,1
168,3.5446,0.8,3
169,4.4545,1,1
170,5.3475,1,1
171,4.5365,1,1
172,3.7262,0.92,3
173,5.1478,1,1
174,6.1738,1,1
175,4.3951,1,1
176,4.9697,1,1
177,4.6748,0.68,11
178,4.1318,0.94,2
179,5.1804,0.98,2
180,4.1153,0.94,2
181,4.07,0.98,2
182,3.8219,0.94,2
183,4.6317,1,1
184,4.0111,0.98,2
185,4.1061,1,1
186,4.6065,1,1
187,3.9121,0.94,2
188,3.6759,0.96,2
189,4.5149,1,1
190,4.0689,1,1
191,4.8858,1,1
192,3.9858,1,1
193,4.164,1,1
194,4.7268,1,1
195,4.1925,0.76,8
196,4.9669,0.96,3
197,3.0639,0.6,3
198,3.3236,0.88,2
199,3.6712,0.8,3
200,3.2514,0.88,2
201,3.0372,0.72,3
202,3.4623,0.6,3
203,3.5072,0.52,4
204,3.4165,0.58,4
205,3.26,0.6,3
206,3.6589,0.66,3
207,4.1636,0.78,2
208,3.6487,0.68,9
209,4.093,0.78,6
210,3.8478,0.72,8
211,4.2207,0.7,9
212,4.3984,0.7,12
213,3.7851,0.66,12
214,4.1045,0.72,7
215,4.1149,0.66,8
216,3.055,0.54,17
217,4.3198,0.66,12
218,3.2938,0.62,9
219,3.6643,0.64,14
220,4.3186,0.66,5
221,4.186,0.62,11
222,4.0262,0.58,13
223,3.5482,0.62,13
224,3.5713,0.64,13
225,2.9519,0.58,16
226,3.0886,0.48,18
227,3.1456,0.48,23
228,3.0695,0.48,17
229,5.3209,0.96,2
230,3.1695,0.56,20
231,2.9696,0.52,13
232,3.3772,0.54,16
233,3.4057,0.54,15
234,2.6231,0.38,19
235,3.6633,0.68,6
236,3.4971,0.56,14
237,3.4182,0.48,10
238,3.4901,0.52,10
239,3.3665,0.52,15
240,3.3221,0.46,10
241,3.0303,0.54,11
242,2.9859,0.52,11
243,4.4632,0.88,3
244,3.8701,0.62,5
245,5.5392,0.98,2
246,4.0773,0.88,7
247,4.6782,0.96,3
248,4.2586,0.72,3
249,4.6988,0.98,2
250,4.8874,1,1
251,4.2029,0.54,3
252,3.795,0.72,4
253,4.2617,0.66,3
254,4.2472,0.64,3
255,4.0791,0.56,6
256,4.3072,0.86,2
257,4.284,0.64,3
258,4.8767,1,1
259,4.7796,1,1
260,4.6956,1,1
261,4.2192,0.78,2
262,5.132,1,1
263,4.6023,1,1
264,4.2536,0.84,4
265,3.603,0.76,5
266,4.7436,1,1
267,4.981,1,1
268,4.4552,1,1
269,4.1357,0.68,4
270,3.635,0.64,4
271,4.2528,1,1
272,4.046,0.52,4
273,3.5773,0.64,3
274,4.2313,0.52,4
275,3.9844,0.5,4
276,4.4137,0.6,3
277,3.9627,0.6,3
278,4.1526,0.52,4
279,4.0297,0.5,4
280,3.9026,0.52,4
281,4.1486,0.52,3
282,3.8634,0.46,4
283,3.9829,0.48,4
284,4.2499,0.54,4
285,4.0092,0.46,4
286,4.7529,0.58,4
287,4.2398,0.52,4
288,4.0515,0.48,4
289,3.9727,0.48,4
290,3.8288,0.44,3
291,4.2326,0.96,2
292,3.465,0.5,4
293,3.5732,0.5,4
294,4.5892,1,1
295,3.326,1,1
296,3.839,0.82,3
297,4.3015,1,1
298,3.894,0.62,4
299,3.1509,0.98,2
300,4.1192,1,1
301,2.9312,0.46,4
302,3.8931,1,1
303,4.1812,1,1
304,3.9966,1,1
305,4.0842,1,1
306,4.3003,1,1
307,3.9559,1,1
308,3.3831,1,1
309,3.3518,1,1
310,4.3671,1,1
311,4.4562,1,1
312,3.4384,0.84,2
313,3.428,0.84,2
314,3.2508,0.74,2
315,3.4595,0.76,2
316,3.2711,0.6,2
317,3.3951,0.46,4
318,3.5457,0.66,2
319,4.3199,0.64,2
320,3.6531,0.66,3
321,3.6746,0.66,4
322,3.5494,0.48,4
323,3.4465,0.46,3
324,3.2858,0.46,3
325,3.4552,0.46,4
326,3.4297,0.5,4
327,3.2852,0.48,4
328,3.2471,0.42,4
329,3.5691,0.52,4
330,4.1697,0.56,3
331,3.3668,0.46,4
332,3.2091,0.52,3
333,3.2573,0.62,3
334,4.0278,0.58,2
335,3.2516,0.56,4
336,3.5569,0.62,2
337,3.2271,0.52,4
338,3.0882,0.64,2
339,3.4947,0.74,2
340,4.1612,0.58,3
341,4.0409,0.98,2
342,3.7644,0.78,2
343,3.8995,1,1
344,3.79,0.98,2
345,3.4197,0.88,2
346,3.6227,0.86,2
347,3.92,1,1
348,3.8961,1,1
349,5.326,1,1
350,3.9751,0.94,3
351,3.8586,0.98,2
352,4.1123,1,1
353,3.5672,0.72,4
354,4.7205,1,1
355,3.354,0.46,4
356,3.4726,0.82,2
357,3.4811,0.66,4
358,3.2162,0.78,3
359,3.9628,0.8,3
360,3.2266,0.46,4
361,3.9554,0.66,3
362,3.4286,0.74,2
363,3.6184,0.62,3
364,4.3021,1,1
365,3.4418,0.54,4
366,4.0839,0.64,3
367,3.4547,0.54,4
368,3.5077,0.58,4
369,3.5029,0.6,4
370,3.6004,0.5,3
371,3.5411,0.58,4
372,3.685,0.56,4
373,4.0907,0.68,4
374,3.4757,0.64,4
375,3.3358,0.5,4
376,3.4065,0.54,4
377,4.1269,0.64,2
378,3.555,0.6,3
379,3.856,0.6,2
380,3.606,0.48,4
381,3.7496,0.6,4
382,3.8309,0.56,3
383,3.6114,0.5,4
384,3.8069,0.5,4
385,3.3697,0.5,5
386,3.3805,0.46,4
387,3.4428,0.54,4
388,3.5613,0.52,4
389,3.6535,0.48,5
390,3.8082,0.52,4
391,3.9328,0.58,4
392,3.5302,0.48,3
393,4.5589,0.62,3
394,3.1094,0.44,5
395,3.6153,0.5,4
396,3.381,0.5,4
397,3.7959,0.52,4
398,3.3442,0.48,4
399,3.2449,0.48,4
400,3.564,0.56,4
401,3.5489,0.56,4
402,3.5659,0.48,4
403,3.3506,0.6,3
404,3.6431,0.68,3
405,3.6633,0.56,2
406,3.6108,0.56,2
407,3.2966,0.66,4
408,3.1693,0.56,4
409,3.8042,0.88,3
410,3.5615,0.84,2
411,3.5826,0.8,3
412,3.9948,0.68,4
413,3.6364,0.8,3
414,3.5506,0.8,3
415,3.2696,0.64,3
416,3.7558,0.74,3
417,3.8879,0.86,2
418,4.1098,0.74,2
419,3.8527,0.78,4
420,4.3122,0.8,3
421,3.6534,0.86,3
422,4.0963,0.92,2
423,4.0709,0.9,2
424,4.2937,0.96,2
425,3.8775,0.86,4
426,3.9652,0.84,2
427,4.4135,0.82,3
428,3.8068,0.82,4
429,4.0295,0.72,2
430,4.102,0.84,2
431,3.1313,0.56,2
432,3.9718,0.74,2
433,3.4805,0.68,2
434,3.697,0.68,3
435,3.7391,0.66,4
436,3.5267,0.62,4
437,4.1697,0.72,4
438,3.6074,0.56,4
439,3.4488,0.52,4
440,3.4239,0.56,4
441,3.7013,0.6,4
442,3.6169,0.56,4
443,3.4592,0.6,5
444,3.0505,0.44,9
445,3.6902,0.54,2
446,3.8226,0.64,4
447,3.8966,0.64,4
448,3.8847,0.66,5
449,3.5057,0.58,7
450,3.3317,0.62,4
451,3.5102,0.74,3
452,3.6958,0.76,4
453,3.1593,0.6,5
454,4.0718,0.78,3
455,3.8948,0.76,3
456,3.7808,0.92,3
457,3.884,0.78,3
458,3.6904,0.64,4
459,3.4542,0.74,4
460,3.8804,0.72,3
461,3.5511,0.58,5
462,3.9784,0.74,2
463,3.457,0.72,3
464,3.6876,0.74,4
465,3.771,0.84,3
466,3.5523,0.74,4
467,2.5825,0.44,10
468,3.1693,0.54,4
469,3.9896,0.74,3
470,3.8021,0.72,3
471,3.5744,0.8,4
472,3.5604,0.72,4
473,3.2686,0.58,4
474,3.933,0.74,4
475,3.2375,0.56,5
476,3.3955,0.56,4
477,3.9101,0.62,5
478,3.1942,0.58,3
479,3.8624,0.66,5
480,3.5288,0.64,3
481,3.5515,0.72,4
482,3.4538,0.52,4
483,3.4082,0.62,4
484,3.6129,0.62,5
485,3.6636,0.52,4
486,3.942,0.58,5
487,3.3574,0.6,5
488,3.7211,0.52,4
489,2.6113,0.38,5
490,3.1143,0.5,5
491,3.9686,0.52,4
492,3.7289,0.54,3
493,3.5903,0.5,4
494,3.2392,0.4,5
495,3.4956,0.5,5
496,3.7459,0.56,4
497,3.5111,0.54,4
498,3.5157,0.54,4
499,3.7645,0.58,3
500,3.4716,0.58,5
501,3.2829,0.52,4
502,3.6343,0.56,4
503,3.7746,0.54,4
504,3.7486,0.54,4
505,3.8676,0.58,4
506,3.8566,0.64,3
507,3.3837,0.46,5
508,3.4002,0.48,4
509,3.7054,0.5,4
510,4.0482,0.64,3
511,4.1239,0.58,4
512,3.8286,0.54,3
513,3.9941,0.62,4
514,3.9312,0.52,5
515,3.2038,0.48,6
516,3.5881,0.5,5
517,3.6316,0.58,3
518,2.9576,0.46,7
519,3.8005,0.54,5
520,4.0456,0.56,3
521,3.626,0.5,4
522,3.7635,0.52,4
523,3.6597,0.52,5
524,3.4891,0.62,3
525,3.6645,0.5,5
526,3.5242,0.64,7
527,3.7846,0.54,6
528,3.9823,0.56,4
529,3.6424,0.52,3
530,2.9616,0.5,3
531,2.9159,0.64,3
532,3.9096,0.6,4
533,4.127,0.94,3
534,3.6905,0.56,5
535,3.525,0.46,5
536,3.6074,0.48,5
537,3.2186,0.56,4
538,3.9563,0.78,3
539,4.0146,0.66,3
540,3.3763,0.56,5
541,4.098,0.5,8
542,3.7293,0.5,5
543,3.406,0.52,5
544,3.6901,0.58,6
545,2.9897,0.5,5
546,3.6482,0.54,4
547,3.5448,0.46,9
548,3.4818,0.5,5
549,3.9336,0.52,7
550,3.6041,0.52,7
551,3.6203,0.5,7
552,3.6467,0.52,6
553,3.0369,0.54,4
554,3.8462,0.48,9
555,3.529,0.4,8
556,3.3702,0.62,5
557,3.0563,0.46,6
558,3.3252,0.52,8
559,3.5711,0.52,5
560,3.9963,0.58,5
561,3.5655,0.5,6
562,3.5268,0.48,8
563,3.7892,0.48,9
564,3.5239,0.58,4
565,3.5396,0.54,6
566,3.5894,0.48,8
567,3.7202,0.5,9
568,3.7547,0.5,7
569,4.2583,0.54,8
570,3.6256,0.5,8
571,3.7452,0.62,4
572,3.5988,0.54,4
573,3.6344,0.62,8
574,3.5861,0.62,4
575,3.4056,0.58,6
576,3.7259,0.62,5
577,3.2328,0.62,7
578,3.4906,0.58,7
579,1.9887,0.34,17
580,2.4463,0.58,4
581,3.1378,0.54,4
582,3.36,0.5,7
583,3.4345,0.48,7
584,3.541,0.58,6
585,3.6171,0.6,8
586,3.4504,0.42,9
587,3.3897,0.5,8
588,3.3505,0.5,8
589,3.0587,0.4,11
590,3.5558,0.54,7
591,3.6478,0.5,6
592,3.5331,0.48,6
593,3.5247,0.46,7
594,3.7136,0.52,6
595,3.4882,0.52,7
596,3.5106,0.52,6
597,3.5375,0.5,7
598,3.5788,0.48,8
599,3.7193,0.6,6
600,3.7865,0.6,7
601,4.1179,0.82,3
602,3.7733,0.58,6
603,4.0784,0.8,3
604,3.8186,0.58,7
605,3.7278,0.56,9
606,3.8814,0.52,5
607,3.9339,0.54,8
608,3.5691,0.5,8
609,3.6598,0.52,7
610,3.934,0.48,8
611,3.5998,0.56,4
612,3.1851,0.48,8
613,3.5422,0.58,7
614,3.4547,0.58,6
615,3.3098,0.46,9
616,3.7524,0.56,6
617,3.6551,0.6,7
618,3.9213,0.56,5
619,1.5017,0.46,4
620,3.9548,0.5,8
621,4.5322,0.98,2
622,3.747,0.56,7
623,3.3441,0.54,9
624,3.791,0.54,9
625,3.5978,0.58,5
626,3.5783,0.5,7
627,3.787,0.62,8
628,3.8762,0.56,7
629,3.6954,0.56,8
630,3.8429,0.54,3
631,3.3006,0.56,7
632,3.5045,0.6,8
633,3.1198,0.62,5
634,3.4151,0.78,8
635,3.6774,0.64,4
636,2.6695,0.42,5
637,3.3681,0.78,5
638,3.5112,0.62,8
639,3.1873,0.56,5
640,3.2974,0.56,8
641,3.028,0.56,6
642,3.6021,0.52,6
643,3.4724,0.72,4
644,3.6261,0.64,4
645,3.3908,0.54,7
646,3.5739,0.58,9
647,3.563,0.54,7
648,3.3561,0.56,6
649,3.7901,0.56,8
650,3.4318,0.54,9
651,3.7425,0.58,8
652,3.3997,0.52,8
653,2.4249,0.38,6
654,3.0643,0.5,7
655,3.3066,0.58,4
656,3.3929,0.62,6
657,3.4234,0.62,5
658,3.4588,0.58,5
659,3.6126,0.62,8
660,3.4549,0.5,8
661,3.5372,0.5,7
662,3.905,0.98,2
663,3.2257,0.5,5
664,2.4517,0.52,5
665,3.7421,0.66,6
666,3.7892,0.64,8
667,3.1911,0.56,8
668,3.4186,0.62,7
669,4.176,0.64,8
670,3.566,0.66,7
671,3.5941,0.56,7
672,3.9161,0.62,6
673,3.954,0.54,7
674,3.6838,0.5,7
675,4.2454,0.66,7
676,3.5134,0.62,7
677,3.6228,0.52,8
678,3.7336,0.52,8
679,3.7842,0.56,8
680,3.4827,0.58,9
681,3.6041,0.56,7
682,3.6625,0.62,9
683,3.9249,0.7,8
684,4.0376,0.62,9
685,3.8111,0.68,7
686,4.4142,0.72,6
687,3.8645,0.72,8
688,4.0458,0.74,8
689,3.4698,0.56,7
690,3.8324,0.72,7
691,3.7792,0.66,8
692,3.6748,0.7,8
693,3.6161,0.62,8
694,3.882,0.66,6
695,3.5617,0.64,8
696,4.1127,0.7,4
697,3.5992,0.68,7
698,3.3365,0.58,8
699,3.4512,0.54,9
700,3.5732,0.58,9
701,3.554,0.56,7
702,3.5292,0.54,8
703,3.2967,0.46,9
704,3.469,0.5,9
705,3.2295,0.48,10
706,3.5898,0.48,9
707,3.5013,0.46,9
708,3.413,0.54,4
709,3.7539,0.54,9
710,3.6647,0.54,9
711,3.6748,0.48,9
712,3.3921,0.54,9
713,3.2653,0.62,8
714,3.6604,0.46,10
715,3.4509,0.64,4
716,3.565,0.6,4
717,3.4752,0.58,9
718,3.3121,0.6,6
719,3.2638,0.62,7
720,3.4636,0.66,6
721,3.3561,0.7,6
722,3.3469,0.62,7
723,3.5426,0.72,6
724,3.5294,0.98,2
725,3.4359,0.62,8
726,3.442,0.7,4
727,3.1919,0.66,7
728,3.4683,0.76,7
729,3.2128,0.64,9
730,2.9828,0.68,2
731,3.5408,0.52,8
732,3.9576,0.62,8
733,3.6588,0.68,9
734,3.804,0.54,8
735,3.7166,0.52,8
736,3.707,0.62,8
737,3.2112,0.48,12
738,3.0167,0.46,7
739,4.0834,0.5,8
740,3.7567,0.5,7
741,3.7021,0.46,9
742,4.0443,0.5,9
743,3.6823,0.5,8
744,3.8452,0.54,9
745,4.1316,0.52,8
746,3.6304,0.48,9
747,3.6191,0.5,8
748,3.9073,0.54,8
749,3.4006,0.46,9
750,3.5647,0.44,8
751,3.6462,0.54,8
752,3.1812,0.52,4
753,3.8508,0.52,8
754,3.8534,0.46,8
755,3.5624,0.46,9
756,2.766,0.56,7
757,3.9756,0.5,9
758,3.8552,0.54,9
759,3.8333,0.48,8
760,3.818,0.46,9
761,3.8043,0.54,8
762,3.4986,0.46,9
763,3.5978,0.46,9
764,3.5146,0.44,11
765,3.64,0.52,8
766,3.5193,0.52,9
767,3.1804,0.46,8
768,4.0332,0.56,4
769,3.4836,0.58,7
770,3.2358,0.52,7
771,3.3195,0.46,5
772,3.6527,0.58,8
773,3.7152,0.5,9
774,3.5792,0.5,9
775,3.5364,0.54,8
776,3.7856,0.52,9
777,3.5851,0.56,8
778,3.6426,0.68,5
779,3.3393,0.5,9
780,2.8178,0.56,5
781,3.3102,0.48,8
782,3.3736,0.66,4
783,3.5852,0.48,9
784,3.7905,0.5,8
785,3.4938,0.5,9
786,3.0883,0.58,5
787,3.576,0.46,9
788,2.7162,0.62,5
789,3.4969,0.5,10
790,3.9536,0.5,10
791,3.5009,0.54,9
792,3.5112,0.48,8
793,3.4116,0.44,9
794,3.7125,0.5,9
795,3.437,0.42,8
796,3.4814,0.54,9
797,3.4882,0.44,9
798,3.5329,0.5,8
799,3.5645,0.5,9
800,3.7202,0.5,9
801,3.1525,0.7,3
802,3.5886,0.46,9
803,3.8725,0.5,8
804,3.7475,0.46,8
805,3.5549,0.5,9
806,3.5818,0.52,8
807,3.5339,0.58,8
808,3.8055,0.44,9
809,2.9875,0.46,5
810,3.5001,0.46,8
811,3.5639,0.48,9
812,3.7755,0.46,9
813,3.1444,0.54,8
814,3.6235,0.52,9
815,3.5635,0.52,8
816,3.7178,0.44,9
817,3.0882,0.86,4
818,3.8007,0.54,9
819,3.6323,0.46,8
820,3.826,0.54,9
821,3.4139,0.54,5
822,3.5739,0.5,9
823,3.7266,0.44,8
824,3.756,0.48,7
825,4.0769,0.54,9
826,3.4595,0.46,7
827,3.5159,0.52,10
828,3.6092,0.44,7
829,3.5379,0.46,8
830,3.0328,0.72,4
831,3.2672,0.5,10
832,3.6597,0.5,7
833,3.554,0.5,8
834,3.2903,0.44,8
835,3.3849,0.42,9
836,3.6097,0.5,8
837,2.9994,0.46,9
838,3.6241,0.46,9
839,3.705,0.54,8
840,3.2741,0.54,7
841,3.4346,0.52,8
842,3.7972,0.5,9
843,3.6815,0.58,8
844,3.2647,0.52,9
845,3.3789,0.5,9
846,3.5492,0.62,5
847,3.8951,0.48,9
848,3.8311,0.46,8
849,3.4124,0.66,4
850,3.5645,0.54,8
851,3.6314,0.48,10
852,3.4537,0.6,9
853,3.2602,0.54,9
854,3.8495,0.48,8
855,3.2138,0.5,8
856,3.7293,0.58,8
857,4.0581,0.52,8
858,3.7351,0.54,8
859,3.5806,0.46,9
860,3.7191,0.5,9
861,3.8221,0.52,10
862,4.0711,0.5,10
863,3.8084,0.52,9
864,3.6851,0.44,9
865,3.8926,0.5,8
866,3.9423,0.54,9
867,4.455,0.54,11
868,3.8518,0.5,9
869,3.6163,0.48,9
870,3.9347,0.52,8
871,3.7687,0.54,10
872,3.2565,0.64,3
873,3.7573,0.5,10
874,3.3801,0.48,8
875,3.4332,0.56,8
876,3.5755,0.54,8
877,3.783,0.54,5
878,3.2983,0.48,8
879,2.9295,0.66,4
880,3.484,0.46,9
881,3.3855,0.46,9
882,3.3934,0.54,8
883,3.5039,0.46,9
884,3.6209,0.46,10
885,3.5256,0.48,8
886,3.2039,0.48,7
887,3.7567,0.52,9
888,3.6786,0.5,9
889,3.4083,0.54,7
890,3.5791,0.48,9
891,3.1847,0.64,3
892,3.7836,0.52,7
893,3.6761,0.48,9
894,3.2405,0.52,7
895,3.4486,0.54,9
896,3.4734,0.46,8
897,3.4338,0.44,9
898,3.5247,0.54,6
899,3.4551,0.46,9
900,3.1149,0.62,5
901,2.7093,0.38,4
902,3.1722,0.56,5
903,3.3188,0.44,9
904,3.3301,0.48,8
905,3.6163,0.5,8
906,3.7675,0.52,8
907,3.5431,0.74,6
908,3.8426,0.48,7
909,3.1578,0.48,6
910,3.3837,0.44,9
911,3.8922,0.48,9
912,3.4941,0.54,9
913,3.4288,0.5,9
914,3.3604,0.5,9
915,3.5232,0.5,8
916,3.2762,0.48,10
917,3.6736,0.54,8
918,3.8,0.86,4
919,3.2027,0.48,9
920,3.304,0.46,8
921,3.4707,0.5,8
922,3.8845,0.52,10
923,3.897,0.5,8
924,3.6772,0.5,9
925,3.6767,0.44,9
926,3.644,0.48,10
927,3.317,0.46,8
928,3.719,0.44,9
929,3.7275,0.46,9
930,3.8671,0.46,9
931,3.7263,0.5,10
932,2.8735,0.5,5
933,3.8415,0.46,9
934,3.6238,0.48,9
935,3.5634,0.46,9
936,3.7134,0.5,9
937,3.5161,0.5,9
938,3.5637,0.48,8
939,3.6705,0.5,9
940,3.5273,0.5,7
941,3.5843,0.5,9
942,3.6744,0.52,8
943,4.132,0.54,10
944,3.4702,0.5,7
945,3.5103,0.54,10
946,2.5585,0.4,6
947,3.4121,0.46,9
948,3.2784,0.48,9
949,3.2429,0.5,8
950,3.4149,0.5,8
951,3.6044,0.52,7
952,2.9229,0.8,2
953,3.5593,0.52,10
954,3.532,0.54,9
955,3.6181,0.5,9
956,3.4367,0.5,9
957,3.2711,0.46,10
958,3.162,0.52,8
959,3.3945,0.54,9
960,3.3402,0.48,7
961,3.517,0.5,10
962,3.5085,0.54,8
963,1.6381,0.32,8
964,3.6195,0.8,3
965,2.5629,0.38,8
966,3.5629,0.48,9
967,3.3475,0.56,9
968,3.9912,0.5,7
969,3.4209,0.48,9
970,3.5488,0.5,8
971,3.4193,0.46,9
972,3.6825,0.48,9
973,3.1412,0.34,9
974,1.875,0.56,4
975,3.5936,0.46,8
976,2.8474,0.6,8
977,3.0965,0.64,3
978,2.9453,0.64,8
979,3.8246,0.48,9
980,3.5574,0.66,5
981,2.9545,0.56,5
982,3.8474,0.5,9
983,2.5828,0.58,7
984,3.8692,0.54,7
985,3.135,0.48,6
986,3.6008,0.46,7
987,3.879,0.52,8
988,3.7523,0.48,9
989,3.2012,0.52,8
990,3.5764,0.46,9
991,3.4915,0.46,8
992,3.1222,0.5,9
993,3.3158,0.5,8
994,2.9143,0.76,5
995,3.1824,0.54,8
996,3.3346,0.52,6
997,3.4769,0.52,7
998,3.5419,0.66,8
999,3.8004,0.5,10
1000,3.3822,0.5,9
1001,3.5655,0.86,4
1002,3.2669,0.74,5
1003,3.5334,0.6,8
1004,3.4636,0.5,8
1005,3.2504,0.44,9
1006,3.0235,0.58,7
1007,2.9446,0.64,3
1008,3.5435,0.5,9
1009,2.8575,0.66,3
1010,3.4252,0.54,8
1011,3.3884,0.48,11
1012,3.1374,0.48,9
1013,3.2055,0.46,9
1014,3.348,0.48,8
1015,3.746,0.46,9
1016,3.8828,0.5,8
1017,3.9663,0.5,9
1018,3.8321,0.48,8
1019,3.4633,0.54,9
1020,3.7933,0.52,9
1021,3.4958,0.48,8
1022,3.6992,0.52,10
1023,3.8883,0.52,8
1024,3.9529,0.44,10
1025,3.57,0.52,9
1026,3.5455,0.7,5
1027,3.8403,0.5,10
1028,3.1927,0.62,2
1029,3.3256,0.44,9
1030,3.5701,0.54,9
1031,3.8772,0.48,10
1032,3.2165,0.52,10
1033,3.6514,0.5,9
1034,3.7043,0.5,9
1035,3.5347,0.48,10
1036,3.5889,0.54,9
1037,3.5176,0.44,10
1038,3.307,0.56,8
1039,3.3604,0.44,10
1040,3.7545,0.52,9
1041,3.238,0.52,8
1042,3.2133,0.5,10
1043,3.5844,0.5,9
1044,3.6224,0.48,11
1045,3.6697,0.48,10
1046,3.6316,0.54,8
1047,3.9307,0.52,8
1048,3.6227,0.46,10
1049,3.0623,0.42,10
1050,2.6816,0.52,6
1051,3.6856,0.44,9
1052,3.5536,0.48,10
1053,2.8401,0.78,5
1054,3.8046,0.48,8
1055,3.7212,0.44,11
1056,3.8425,0.5,10
1057,3.7252,0.4,11
1058,3.0505,0.6,7
1059,3.4012,0.62,5
1060,3.7714,0.5,9
1061,3.4197,0.54,10
1062,3.4266,0.52,9
1063,3.5181,0.5,9
1064,3.4077,0.5,8
1065,3.499,0.52,9
1066,3.4928,0.5,8
1067,3.2898,0.48,9
1068,3.1316,0.5,9
1069,2.993,0.5,10
1070,3.021,0.78,4
1071,3.1195,0.68,5
1072,3.0076,0.5,8
1073,1.8721,0.44,8
1074,3.225,0.54,9
1075,3.3333,0.48,9
1076,3.5944,0.54,9
1077,2.7342,0.5,9
1078,3.1103,0.48,9
1079,3.4938,0.46,9
1080,3.4387,0.46,9
1081,3.2585,0.52,8
1082,3.8364,0.48,10
1083,3.6062,0.54,10
1084,3.3873,0.5,10
1085,3.4601,0.48,9
1086,3.6291,0.54,9
1087,3.3624,0.56,9
1088,3.4092,0.62,9
1089,3.3335,0.54,8
1090,3.22,0.66,5
1091,2.4629,0.64,6
1092,3.5109,0.64,8
